"text","chapter","chapter-title"
"1","chapter-6","Non-Binary Trees"
"3","chapter-6","Non-Binary Trees"
"4","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"B","chapter-6","Non-Binary Trees"
"C","chapter-6","Non-Binary Trees"
"D","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"F","chapter-6","Non-Binary Trees"
"5","chapter-6","Non-Binary Trees"
"8 R’","chapter-6","Non-Binary Trees"
"6","chapter-6","Non-Binary Trees"
"0 2","chapter-6","Non-Binary Trees"
"Figure 6.10 The “left-child/right-sibling” implementation.","chapter-6","Non-Binary Trees"
"0","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"7","chapter-6","Non-Binary Trees"
"2","chapter-6","Non-Binary Trees"
"R’ 0","chapter-6","Non-Binary Trees"
"R X","chapter-6","Non-Binary Trees"
"A B","chapter-6","Non-Binary Trees"
"D E F","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"Left Val ParRight","chapter-6","Non-Binary Trees"
"C","chapter-6","Non-Binary Trees"
"1 8","chapter-6","Non-Binary Trees"
"3 A 2","chapter-6","Non-Binary Trees"
"6 B","chapter-6","Non-Binary Trees"
"C 4","chapter-6","Non-Binary Trees"
"D 5","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"F","chapter-6","Non-Binary Trees"
"X","chapter-6","Non-Binary Trees"
"0","chapter-6","Non-Binary Trees"
"7","chapter-6","Non-Binary Trees"
"R’","chapter-6","Non-Binary Trees"
"Figure 6.11 Combining two trees that use the “left-child/right-sibling” imple-","chapter-6","Non-Binary Trees"
"mentation. The subtree rooted at R in Figure 6.10 now becomes the first child","chapter-6","Non-Binary Trees"
"of R","chapter-6","Non-Binary Trees"
"0","chapter-6","Non-Binary Trees"
". Three pointers are adjusted in the node array: The left-child field of R","chapter-6","Non-Binary Trees"
"0 now","chapter-6","Non-Binary Trees"
"points to node R, while the right-sibling field for R points to node X. The parent","chapter-6","Non-Binary Trees"
"field of node R points to node R","chapter-6","Non-Binary Trees"
"0","chapter-6","Non-Binary Trees"
".","chapter-6","Non-Binary Trees"
"Sec. 6.3 General Tree Implementations 209","chapter-6","Non-Binary Trees"
"Val Size","chapter-6","Non-Binary Trees"
"(a) (b)","chapter-6","Non-Binary Trees"
"F","chapter-6","Non-Binary Trees"
"B","chapter-6","Non-Binary Trees"
"C D E","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"R 2","chapter-6","Non-Binary Trees"
"A 3 B 1","chapter-6","Non-Binary Trees"
"C 0 D 0 E 0 F 0","chapter-6","Non-Binary Trees"
"Figure 6.12 A dynamic general tree representation with fixed-size arrays for the","chapter-6","Non-Binary Trees"
"child pointers. (a) The general tree. (b) The tree representation. For each node,","chapter-6","Non-Binary Trees"
"the first field stores the node value while the second field stores the size of the","chapter-6","Non-Binary Trees"
"child pointer array.","chapter-6","Non-Binary Trees"
"The alternative is to allocate variable space for each node. There are two basic","chapter-6","Non-Binary Trees"
"approaches. One is to allocate an array of child pointers as part of the node. In","chapter-6","Non-Binary Trees"
"essence, each node stores an array-based list of child pointers. Figure 6.12 illus-","chapter-6","Non-Binary Trees"
"trates the concept. This approach assumes that the number of children is known","chapter-6","Non-Binary Trees"
"when the node is created, which is true for some applications but not for others.","chapter-6","Non-Binary Trees"
"It also works best if the number of children does not change. If the number of","chapter-6","Non-Binary Trees"
"children does change (especially if it increases), then some special recovery mech-","chapter-6","Non-Binary Trees"
"anism must be provided to support a change in the size of the child pointer array.","chapter-6","Non-Binary Trees"
"One possibility is to allocate a new node of the correct size from free store and re-","chapter-6","Non-Binary Trees"
"turn the old copy of the node to free store for later reuse. This works especially well","chapter-6","Non-Binary Trees"
"in a language with built-in garbage collection such as Java. For example, assume","chapter-6","Non-Binary Trees"
"that a node M initially has two children, and that space for two child pointers is al-","chapter-6","Non-Binary Trees"
"located when M is created. If a third child is added to M, space for a new node with","chapter-6","Non-Binary Trees"
"three child pointers can be allocated, the contents of M is copied over to the new","chapter-6","Non-Binary Trees"
"space, and the old space is then returned to free store. As an alternative to relying","chapter-6","Non-Binary Trees"
"on the system’s garbage collector, a memory manager for variable size storage units","chapter-6","Non-Binary Trees"
"can be implemented, as described in Section 12.3. Another possibility is to use a","chapter-6","Non-Binary Trees"
"collection of free lists, one for each array size, as described in Section 4.1.2. Note","chapter-6","Non-Binary Trees"
"in Figure 6.12 that the current number of children for each node is stored explicitly","chapter-6","Non-Binary Trees"
"in a size field. The child pointers are stored in an array with size elements.","chapter-6","Non-Binary Trees"
"Another approach that is more flexible, but which requires more space, is to","chapter-6","Non-Binary Trees"
"store a linked list of child pointers with each node as illustrated by Figure 6.13.","chapter-6","Non-Binary Trees"
"This implementation is essentially the same as the “list of children” implementation","chapter-6","Non-Binary Trees"
"of Section 6.3.1, but with dynamically allocated nodes rather than storing the nodes","chapter-6","Non-Binary Trees"
"in an array.","chapter-6","Non-Binary Trees"
"210 Chap. 6 Non-Binary Trees","chapter-6","Non-Binary Trees"
"(a) (b)","chapter-6","Non-Binary Trees"
"B","chapter-6","Non-Binary Trees"
"D E F","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"C","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"A B","chapter-6","Non-Binary Trees"
"C D E F","chapter-6","Non-Binary Trees"
"Figure 6.13 A dynamic general tree representation with linked lists of child","chapter-6","Non-Binary Trees"
"pointers. (a) The general tree. (b) The tree representation.","chapter-6","Non-Binary Trees"
"6.3.4 Dynamic “Left-Child/Right-Sibling” Implementation","chapter-6","Non-Binary Trees"
"The “left-child/right-sibling” implementation of Section 6.3.2 stores a fixed number","chapter-6","Non-Binary Trees"
"of pointers with each node. This can be readily adapted to a dynamic implemen-","chapter-6","Non-Binary Trees"
"tation. In essence, we substitute a binary tree for a general tree. Each node of the","chapter-6","Non-Binary Trees"
"“left-child/right-sibling” implementation points to two “children” in a new binary","chapter-6","Non-Binary Trees"
"tree structure. The left child of this new structure is the node’s first child in the","chapter-6","Non-Binary Trees"
"general tree. The right child is the node’s right sibling. We can easily extend this","chapter-6","Non-Binary Trees"
"conversion to a forest of general trees, because the roots of the trees can be con-","chapter-6","Non-Binary Trees"
"sidered siblings. Converting from a forest of general trees to a single binary tree","chapter-6","Non-Binary Trees"
"is illustrated by Figure 6.14. Here we simply include links from each node to its","chapter-6","Non-Binary Trees"
"right sibling and remove links to all children except the leftmost child. Figure 6.15","chapter-6","Non-Binary Trees"
"shows how this might look in an implementation with two pointers at each node.","chapter-6","Non-Binary Trees"
"Compared with the implementation illustrated by Figure 6.13 which requires over-","chapter-6","Non-Binary Trees"
"head of three pointers/node, the implementation of Figure 6.15 only requires two","chapter-6","Non-Binary Trees"
"pointers per node. The representation of Figure 6.15 is likely to be easier to imple-","chapter-6","Non-Binary Trees"
"ment, space efficient, and more flexible than the other implementations presented","chapter-6","Non-Binary Trees"
"in this section.","chapter-6","Non-Binary Trees"
"6.4 K-ary Trees","chapter-6","Non-Binary Trees"
"K-ary trees are trees whose internal nodes all have exactly K children. Thus,","chapter-6","Non-Binary Trees"
"a full binary tree is a 2-ary tree. The PR quadtree discussed in Section 13.3 is an","chapter-6","Non-Binary Trees"
"example of a 4-ary tree. Because K-ary tree nodes have a fixed number of children,","chapter-6","Non-Binary Trees"
"unlike general trees, they are relatively easy to implement. In general, K-ary trees","chapter-6","Non-Binary Trees"
"Sec. 6.4 K-ary Trees 211","chapter-6","Non-Binary Trees"
"(a)","chapter-6","Non-Binary Trees"
"root","chapter-6","Non-Binary Trees"
"(b)","chapter-6","Non-Binary Trees"
"Figure 6.14 Converting from a forest of general trees to a single binary tree.","chapter-6","Non-Binary Trees"
"Each node stores pointers to its left child and right sibling. The tree roots are","chapter-6","Non-Binary Trees"
"assumed to be siblings for the purpose of converting.","chapter-6","Non-Binary Trees"
"(a)","chapter-6","Non-Binary Trees"
"B","chapter-6","Non-Binary Trees"
"D E F","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"C","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"C B","chapter-6","Non-Binary Trees"
"D F","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"(b)","chapter-6","Non-Binary Trees"
"Figure 6.15 A general tree converted to the dynamic “left-child/right-sibling”","chapter-6","Non-Binary Trees"
"representation. Compared to the representation of Figure 6.13, this representation","chapter-6","Non-Binary Trees"
"requires less space.","chapter-6","Non-Binary Trees"
"bear many similarities to binary trees, and similar implementations can be used for","chapter-6","Non-Binary Trees"
"K-ary tree nodes. Note that as K becomes large, the potential number of null","chapter-6","Non-Binary Trees"
"pointers grows, and the difference between the required sizes for internal nodes","chapter-6","Non-Binary Trees"
"and leaf nodes increases. Thus, as K becomes larger, the need to choose separate","chapter-6","Non-Binary Trees"
"implementations for the internal and leaf nodes becomes more pressing.","chapter-6","Non-Binary Trees"
"Full and complete K-ary trees are analogous to full and complete binary trees,","chapter-6","Non-Binary Trees"
"respectively. Figure 6.16 shows full and complete K-ary trees for K = 3. In","chapter-6","Non-Binary Trees"
"practice, most applications of K-ary trees limit them to be either full or complete.","chapter-6","Non-Binary Trees"
"Many of the properties of binary trees extend to K-ary trees. Equivalent theo-","chapter-6","Non-Binary Trees"
"rems to those in Section 5.1.1 regarding the number of NULL pointers in a K-ary","chapter-6","Non-Binary Trees"
"tree and the relationship between the number of leaves and the number of internal","chapter-6","Non-Binary Trees"
"nodes in a K-ary tree can be derived. We can also store a complete K-ary tree in","chapter-6","Non-Binary Trees"
"an array, using simple formulas to compute a node’s relations in a manner similar","chapter-6","Non-Binary Trees"
"to that used in Section 5.3.3.","chapter-6","Non-Binary Trees"
"212 Chap. 6 Non-Binary Trees","chapter-6","Non-Binary Trees"
"(a) (b)","chapter-6","Non-Binary Trees"
"Figure 6.16 Full and complete 3-ary trees. (a) This tree is full (but not complete).","chapter-6","Non-Binary Trees"
"(b) This tree is complete (but not full).","chapter-6","Non-Binary Trees"
"6.5 Sequential Tree Implementations","chapter-6","Non-Binary Trees"
"Next we consider a fundamentally different approach to implementing trees. The","chapter-6","Non-Binary Trees"
"goal is to store a series of node values with the minimum information needed to","chapter-6","Non-Binary Trees"
